model_family,model_name,label,precision,recall,f1_score,support,classification_report_path,f1_rank_within_model
transformer,distilbert-base-uncased,Survival,0.9767441860465116,0.9905660377358491,0.9836065573770492,212.0,/content/drive/MyDrive/Colab Notebooks/Education/NLP/Natural-Language-Processing/results/transformer/classification_reports/distilbert_base_uncased_report.json,4.0
transformer,distilbert-base-uncased,Assignments,0.9637305699481865,0.9738219895287958,0.96875,191.0,/content/drive/MyDrive/Colab Notebooks/Education/NLP/Natural-Language-Processing/results/transformer/classification_reports/distilbert_base_uncased_report.json,12.0
transformer,distilbert-base-uncased,Expenses,0.9617486338797814,0.9723756906077348,0.967032967032967,181.0,/content/drive/MyDrive/Colab Notebooks/Education/NLP/Natural-Language-Processing/results/transformer/classification_reports/distilbert_base_uncased_report.json,13.0
transformer,distilbert-base-uncased,Terms,0.9371069182389937,0.8662790697674418,0.9003021148036254,172.0,/content/drive/MyDrive/Colab Notebooks/Education/NLP/Natural-Language-Processing/results/transformer/classification_reports/distilbert_base_uncased_report.json,18.0
transformer,distilbert-base-uncased,Terminations,0.8482142857142857,0.8407079646017699,0.8444444444444444,113.0,/content/drive/MyDrive/Colab Notebooks/Education/NLP/Natural-Language-Processing/results/transformer/classification_reports/distilbert_base_uncased_report.json,19.0
transformer,distilbert-base-uncased,Insurances,0.968503937007874,0.9761904761904762,0.9723320158102767,126.0,/content/drive/MyDrive/Colab Notebooks/Education/NLP/Natural-Language-Processing/results/transformer/classification_reports/distilbert_base_uncased_report.json,11.0
transformer,distilbert-base-uncased,Taxes,0.9505494505494505,0.9664804469273743,0.9584487534626038,179.0,/content/drive/MyDrive/Colab Notebooks/Education/NLP/Natural-Language-Processing/results/transformer/classification_reports/distilbert_base_uncased_report.json,15.0
transformer,distilbert-base-uncased,Litigations,0.9612403100775194,0.96875,0.9649805447470817,128.0,/content/drive/MyDrive/Colab Notebooks/Education/NLP/Natural-Language-Processing/results/transformer/classification_reports/distilbert_base_uncased_report.json,14.0
transformer,distilbert-base-uncased,Further Assurances,0.9802631578947368,0.9802631578947368,0.9802631578947368,152.0,/content/drive/MyDrive/Colab Notebooks/Education/NLP/Natural-Language-Processing/results/transformer/classification_reports/distilbert_base_uncased_report.json,6.0
transformer,distilbert-base-uncased,Confidentiality,0.9523809523809523,0.9937888198757764,0.9726443768996961,161.0,/content/drive/MyDrive/Colab Notebooks/Education/NLP/Natural-Language-Processing/results/transformer/classification_reports/distilbert_base_uncased_report.json,10.0
transformer,distilbert-base-uncased,General,0.7979274611398963,0.7897435897435897,0.7938144329896907,195.0,/content/drive/MyDrive/Colab Notebooks/Education/NLP/Natural-Language-Processing/results/transformer/classification_reports/distilbert_base_uncased_report.json,20.0
transformer,distilbert-base-uncased,Compliance With Laws,0.9804878048780488,0.9804878048780488,0.9804878048780488,205.0,/content/drive/MyDrive/Colab Notebooks/Education/NLP/Natural-Language-Processing/results/transformer/classification_reports/distilbert_base_uncased_report.json,5.0
transformer,distilbert-base-uncased,Indemnifications,0.993006993006993,0.9594594594594594,0.9759450171821306,148.0,/content/drive/MyDrive/Colab Notebooks/Education/NLP/Natural-Language-Processing/results/transformer/classification_reports/distilbert_base_uncased_report.json,9.0
transformer,distilbert-base-uncased,Waivers,0.9433962264150944,0.9433962264150944,0.9433962264150944,159.0,/content/drive/MyDrive/Colab Notebooks/Education/NLP/Natural-Language-Processing/results/transformer/classification_reports/distilbert_base_uncased_report.json,16.0
llm_prompting,qwen_zero_shot,Governing Laws,0.43137254901960786,1.0,0.6027397260273972,22.0,/content/drive/MyDrive/Colab Notebooks/Education/NLP/Natural-Language-Processing/results/qwen/classification_reports/qwen_zero_shot_report.json,9.0
llm_prompting,qwen_zero_shot,Notices,1.0,0.8571428571428571,0.9230769230769231,21.0,/content/drive/MyDrive/Colab Notebooks/Education/NLP/Natural-Language-Processing/results/qwen/classification_reports/qwen_zero_shot_report.json,2.0
llm_prompting,qwen_zero_shot,Counterparts,0.9333333333333333,1.0,0.9655172413793104,14.0,/content/drive/MyDrive/Colab Notebooks/Education/NLP/Natural-Language-Processing/results/qwen/classification_reports/qwen_zero_shot_report.json,1.0
llm_prompting,qwen_zero_shot,Entire Agreements,0.0,0.0,0.0,17.0,/content/drive/MyDrive/Colab Notebooks/Education/NLP/Natural-Language-Processing/results/qwen/classification_reports/qwen_zero_shot_report.json,15.0
llm_prompting,qwen_zero_shot,Severability,0.7368421052631579,0.875,0.8,16.0,/content/drive/MyDrive/Colab Notebooks/Education/NLP/Natural-Language-Processing/results/qwen/classification_reports/qwen_zero_shot_report.json,3.0
llm_prompting,qwen_zero_shot,Amendments,1.0,0.6,0.75,10.0,/content/drive/MyDrive/Colab Notebooks/Education/NLP/Natural-Language-Processing/results/qwen/classification_reports/qwen_zero_shot_report.json,4.0
llm_prompting,qwen_zero_shot,Survival,1.0,0.6666666666666666,0.8,6.0,/content/drive/MyDrive/Colab Notebooks/Education/NLP/Natural-Language-Processing/results/qwen/classification_reports/qwen_zero_shot_report.json,3.0
llm_prompting,qwen_zero_shot,Assignments,0.6,0.8571428571428571,0.7058823529411765,7.0,/content/drive/MyDrive/Colab Notebooks/Education/NLP/Natural-Language-Processing/results/qwen/classification_reports/qwen_zero_shot_report.json,6.0
llm_prompting,qwen_zero_shot,Expenses,1.0,0.8571428571428571,0.9230769230769231,7.0,/content/drive/MyDrive/Colab Notebooks/Education/NLP/Natural-Language-Processing/results/qwen/classification_reports/qwen_zero_shot_report.json,2.0
llm_prompting,qwen_zero_shot,Terms,0.75,0.5,0.6,12.0,/content/drive/MyDrive/Colab Notebooks/Education/NLP/Natural-Language-Processing/results/qwen/classification_reports/qwen_zero_shot_report.json,10.0
llm_prompting,qwen_zero_shot,Terminations,0.4,0.5,0.4444444444444444,4.0,/content/drive/MyDrive/Colab Notebooks/Education/NLP/Natural-Language-Processing/results/qwen/classification_reports/qwen_zero_shot_report.json,11.0
llm_prompting,qwen_zero_shot,Insurances,0.8333333333333334,0.625,0.7142857142857143,8.0,/content/drive/MyDrive/Colab Notebooks/Education/NLP/Natural-Language-Processing/results/qwen/classification_reports/qwen_zero_shot_report.json,5.0
llm_prompting,qwen_zero_shot,Taxes,1.0,0.1,0.18181818181818182,10.0,/content/drive/MyDrive/Colab Notebooks/Education/NLP/Natural-Language-Processing/results/qwen/classification_reports/qwen_zero_shot_report.json,14.0
llm_prompting,qwen_zero_shot,Litigations,1.0,0.16666666666666666,0.2857142857142857,6.0,/content/drive/MyDrive/Colab Notebooks/Education/NLP/Natural-Language-Processing/results/qwen/classification_reports/qwen_zero_shot_report.json,13.0
llm_prompting,qwen_zero_shot,Further Assurances,0.0,0.0,0.0,8.0,/content/drive/MyDrive/Colab Notebooks/Education/NLP/Natural-Language-Processing/results/qwen/classification_reports/qwen_zero_shot_report.json,15.0
llm_prompting,qwen_zero_shot,Confidentiality,1.0,0.6666666666666666,0.8,3.0,/content/drive/MyDrive/Colab Notebooks/Education/NLP/Natural-Language-Processing/results/qwen/classification_reports/qwen_zero_shot_report.json,3.0
llm_prompting,qwen_zero_shot,General,0.0,0.0,0.0,9.0,/content/drive/MyDrive/Colab Notebooks/Education/NLP/Natural-Language-Processing/results/qwen/classification_reports/qwen_zero_shot_report.json,15.0
llm_prompting,qwen_zero_shot,Compliance With Laws,0.23333333333333334,1.0,0.3783783783783784,7.0,/content/drive/MyDrive/Colab Notebooks/Education/NLP/Natural-Language-Processing/results/qwen/classification_reports/qwen_zero_shot_report.json,12.0
llm_prompting,qwen_zero_shot,Indemnifications,0.5714285714285714,0.8888888888888888,0.6956521739130435,9.0,/content/drive/MyDrive/Colab Notebooks/Education/NLP/Natural-Language-Processing/results/qwen/classification_reports/qwen_zero_shot_report.json,7.0
llm_prompting,qwen_zero_shot,Waivers,1.0,0.5,0.6666666666666666,4.0,/content/drive/MyDrive/Colab Notebooks/Education/NLP/Natural-Language-Processing/results/qwen/classification_reports/qwen_zero_shot_report.json,8.0
llm_prompting,qwen_static_few_shot,Governing Laws,0.11,1.0,0.1981981981981982,22.0,/content/drive/MyDrive/Colab Notebooks/Education/NLP/Natural-Language-Processing/results/qwen/classification_reports/qwen_static_few_shot_report.json,1.0
llm_prompting,qwen_static_few_shot,Notices,0.0,0.0,0.0,21.0,/content/drive/MyDrive/Colab Notebooks/Education/NLP/Natural-Language-Processing/results/qwen/classification_reports/qwen_static_few_shot_report.json,2.0
llm_prompting,qwen_static_few_shot,Counterparts,0.0,0.0,0.0,14.0,/content/drive/MyDrive/Colab Notebooks/Education/NLP/Natural-Language-Processing/results/qwen/classification_reports/qwen_static_few_shot_report.json,2.0
llm_prompting,qwen_static_few_shot,Entire Agreements,0.0,0.0,0.0,17.0,/content/drive/MyDrive/Colab Notebooks/Education/NLP/Natural-Language-Processing/results/qwen/classification_reports/qwen_static_few_shot_report.json,2.0
llm_prompting,qwen_static_few_shot,Severability,0.0,0.0,0.0,16.0,/content/drive/MyDrive/Colab Notebooks/Education/NLP/Natural-Language-Processing/results/qwen/classification_reports/qwen_static_few_shot_report.json,2.0
llm_prompting,qwen_static_few_shot,Amendments,0.0,0.0,0.0,10.0,/content/drive/MyDrive/Colab Notebooks/Education/NLP/Natural-Language-Processing/results/qwen/classification_reports/qwen_static_few_shot_report.json,2.0
llm_prompting,qwen_static_few_shot,Survival,0.0,0.0,0.0,6.0,/content/drive/MyDrive/Colab Notebooks/Education/NLP/Natural-Language-Processing/results/qwen/classification_reports/qwen_static_few_shot_report.json,2.0
llm_prompting,qwen_static_few_shot,Assignments,0.0,0.0,0.0,7.0,/content/drive/MyDrive/Colab Notebooks/Education/NLP/Natural-Language-Processing/results/qwen/classification_reports/qwen_static_few_shot_report.json,2.0
llm_prompting,qwen_static_few_shot,Expenses,0.0,0.0,0.0,7.0,/content/drive/MyDrive/Colab Notebooks/Education/NLP/Natural-Language-Processing/results/qwen/classification_reports/qwen_static_few_shot_report.json,2.0
llm_prompting,qwen_static_few_shot,Terms,0.0,0.0,0.0,12.0,/content/drive/MyDrive/Colab Notebooks/Education/NLP/Natural-Language-Processing/results/qwen/classification_reports/qwen_static_few_shot_report.json,2.0
llm_prompting,qwen_static_few_shot,Terminations,0.0,0.0,0.0,4.0,/content/drive/MyDrive/Colab Notebooks/Education/NLP/Natural-Language-Processing/results/qwen/classification_reports/qwen_static_few_shot_report.json,2.0
llm_prompting,qwen_static_few_shot,Insurances,0.0,0.0,0.0,8.0,/content/drive/MyDrive/Colab Notebooks/Education/NLP/Natural-Language-Processing/results/qwen/classification_reports/qwen_static_few_shot_report.json,2.0
llm_prompting,qwen_static_few_shot,Taxes,0.0,0.0,0.0,10.0,/content/drive/MyDrive/Colab Notebooks/Education/NLP/Natural-Language-Processing/results/qwen/classification_reports/qwen_static_few_shot_report.json,2.0
llm_prompting,qwen_static_few_shot,Litigations,0.0,0.0,0.0,6.0,/content/drive/MyDrive/Colab Notebooks/Education/NLP/Natural-Language-Processing/results/qwen/classification_reports/qwen_static_few_shot_report.json,2.0
llm_prompting,qwen_static_few_shot,Further Assurances,0.0,0.0,0.0,8.0,/content/drive/MyDrive/Colab Notebooks/Education/NLP/Natural-Language-Processing/results/qwen/classification_reports/qwen_static_few_shot_report.json,2.0
llm_prompting,qwen_static_few_shot,Confidentiality,0.0,0.0,0.0,3.0,/content/drive/MyDrive/Colab Notebooks/Education/NLP/Natural-Language-Processing/results/qwen/classification_reports/qwen_static_few_shot_report.json,2.0
llm_prompting,qwen_static_few_shot,General,0.0,0.0,0.0,9.0,/content/drive/MyDrive/Colab Notebooks/Education/NLP/Natural-Language-Processing/results/qwen/classification_reports/qwen_static_few_shot_report.json,2.0
llm_prompting,qwen_static_few_shot,Compliance With Laws,0.0,0.0,0.0,7.0,/content/drive/MyDrive/Colab Notebooks/Education/NLP/Natural-Language-Processing/results/qwen/classification_reports/qwen_static_few_shot_report.json,2.0
llm_prompting,qwen_static_few_shot,Indemnifications,0.0,0.0,0.0,9.0,/content/drive/MyDrive/Colab Notebooks/Education/NLP/Natural-Language-Processing/results/qwen/classification_reports/qwen_static_few_shot_report.json,2.0
llm_prompting,qwen_static_few_shot,Waivers,0.0,0.0,0.0,4.0,/content/drive/MyDrive/Colab Notebooks/Education/NLP/Natural-Language-Processing/results/qwen/classification_reports/qwen_static_few_shot_report.json,2.0
llm_prompting,qwen_retrieval_few_shot,Governing Laws,0.46808510638297873,1.0,0.6376811594202898,22.0,/content/drive/MyDrive/Colab Notebooks/Education/NLP/Natural-Language-Processing/results/qwen/classification_reports/qwen_retrieval_few_shot_report.json,11.0
llm_prompting,qwen_retrieval_few_shot,Notices,1.0,0.9047619047619048,0.95,21.0,/content/drive/MyDrive/Colab Notebooks/Education/NLP/Natural-Language-Processing/results/qwen/classification_reports/qwen_retrieval_few_shot_report.json,2.0
llm_prompting,qwen_retrieval_few_shot,Counterparts,1.0,1.0,1.0,14.0,/content/drive/MyDrive/Colab Notebooks/Education/NLP/Natural-Language-Processing/results/qwen/classification_reports/qwen_retrieval_few_shot_report.json,1.0
llm_prompting,qwen_retrieval_few_shot,Entire Agreements,0.8333333333333334,0.29411764705882354,0.43478260869565216,17.0,/content/drive/MyDrive/Colab Notebooks/Education/NLP/Natural-Language-Processing/results/qwen/classification_reports/qwen_retrieval_few_shot_report.json,14.0
llm_prompting,qwen_retrieval_few_shot,Severability,1.0,1.0,1.0,16.0,/content/drive/MyDrive/Colab Notebooks/Education/NLP/Natural-Language-Processing/results/qwen/classification_reports/qwen_retrieval_few_shot_report.json,1.0
llm_prompting,qwen_retrieval_few_shot,Amendments,0.8571428571428571,0.6,0.7058823529411765,10.0,/content/drive/MyDrive/Colab Notebooks/Education/NLP/Natural-Language-Processing/results/qwen/classification_reports/qwen_retrieval_few_shot_report.json,10.0
llm_prompting,qwen_retrieval_few_shot,Survival,0.8571428571428571,1.0,0.9230769230769231,6.0,/content/drive/MyDrive/Colab Notebooks/Education/NLP/Natural-Language-Processing/results/qwen/classification_reports/qwen_retrieval_few_shot_report.json,4.0
llm_prompting,qwen_retrieval_few_shot,Assignments,0.6666666666666666,0.8571428571428571,0.75,7.0,/content/drive/MyDrive/Colab Notebooks/Education/NLP/Natural-Language-Processing/results/qwen/classification_reports/qwen_retrieval_few_shot_report.json,8.0
llm_prompting,qwen_retrieval_few_shot,Expenses,1.0,0.8571428571428571,0.9230769230769231,7.0,/content/drive/MyDrive/Colab Notebooks/Education/NLP/Natural-Language-Processing/results/qwen/classification_reports/qwen_retrieval_few_shot_report.json,4.0
llm_prompting,qwen_retrieval_few_shot,Terms,0.75,0.5,0.6,12.0,/content/drive/MyDrive/Colab Notebooks/Education/NLP/Natural-Language-Processing/results/qwen/classification_reports/qwen_retrieval_few_shot_report.json,12.0
llm_prompting,qwen_retrieval_few_shot,Terminations,0.5,0.75,0.6,4.0,/content/drive/MyDrive/Colab Notebooks/Education/NLP/Natural-Language-Processing/results/qwen/classification_reports/qwen_retrieval_few_shot_report.json,12.0
llm_prompting,qwen_retrieval_few_shot,Insurances,1.0,1.0,1.0,8.0,/content/drive/MyDrive/Colab Notebooks/Education/NLP/Natural-Language-Processing/results/qwen/classification_reports/qwen_retrieval_few_shot_report.json,1.0
llm_prompting,qwen_retrieval_few_shot,Taxes,1.0,0.9,0.9473684210526315,10.0,/content/drive/MyDrive/Colab Notebooks/Education/NLP/Natural-Language-Processing/results/qwen/classification_reports/qwen_retrieval_few_shot_report.json,3.0
llm_prompting,qwen_retrieval_few_shot,Litigations,1.0,0.8333333333333334,0.9090909090909091,6.0,/content/drive/MyDrive/Colab Notebooks/Education/NLP/Natural-Language-Processing/results/qwen/classification_reports/qwen_retrieval_few_shot_report.json,5.0
llm_prompting,qwen_retrieval_few_shot,Further Assurances,0.8333333333333334,0.625,0.7142857142857143,8.0,/content/drive/MyDrive/Colab Notebooks/Education/NLP/Natural-Language-Processing/results/qwen/classification_reports/qwen_retrieval_few_shot_report.json,9.0
llm_prompting,qwen_retrieval_few_shot,Confidentiality,1.0,1.0,1.0,3.0,/content/drive/MyDrive/Colab Notebooks/Education/NLP/Natural-Language-Processing/results/qwen/classification_reports/qwen_retrieval_few_shot_report.json,1.0
llm_prompting,qwen_retrieval_few_shot,General,1.0,0.3333333333333333,0.5,9.0,/content/drive/MyDrive/Colab Notebooks/Education/NLP/Natural-Language-Processing/results/qwen/classification_reports/qwen_retrieval_few_shot_report.json,13.0
llm_prompting,qwen_retrieval_few_shot,Compliance With Laws,0.7,1.0,0.8235294117647058,7.0,/content/drive/MyDrive/Colab Notebooks/Education/NLP/Natural-Language-Processing/results/qwen/classification_reports/qwen_retrieval_few_shot_report.json,7.0
llm_prompting,qwen_retrieval_few_shot,Indemnifications,1.0,0.7777777777777778,0.875,9.0,/content/drive/MyDrive/Colab Notebooks/Education/NLP/Natural-Language-Processing/results/qwen/classification_reports/qwen_retrieval_few_shot_report.json,6.0
llm_prompting,qwen_retrieval_few_shot,Waivers,1.0,1.0,1.0,4.0,/content/drive/MyDrive/Colab Notebooks/Education/NLP/Natural-Language-Processing/results/qwen/classification_reports/qwen_retrieval_few_shot_report.json,1.0
